3.768974734401420775e-03,1.046460813772676302e+00
-8.899770235204300037e-03,1.801601608049689940e+00
-1.240862238004992579e-03,2.264873355953357592e+00
2.575422287456157644e+00,8.289924918353023253e-01
2.206212303779697681e-01,1.054452092880550362e-01
3.517679447043060015e-01,2.251690112622141138e-01
3.768974734401420775e-03,1.046460813772676302e+00
-8.899770235204300037e-03,1.801601608049689940e+00
-1.240862238004992579e-03,2.264873355953357592e+00
2.575422287456157644e+00,8.289924918353023253e-01
2.206212303779697681e-01,1.054452092880550362e-01
3.517679447043060015e-01,2.251690112622141138e-01
