2.062526792287826538e-01,-1.899153739213943481e-01,-2.333876639604568481e-01,-9.186901152133941650e-03,-2.506811171770095825e-02,1.185714676976203918e-01,-3.771116137504577637e-01,1.482828892767429352e-02,2.384167313575744629e-01,-1.989881843328475952e-01,1.254592388868331909e-01,-5.120127201080322266e-01
1.214693039655685425e-01,3.131644427776336670e-01,-1.979809999465942383e-01,2.894121594727039337e-02,5.484656617045402527e-02,1.896362304687500000e-01,-4.201948642730712891e-01,1.592854112386703491e-01,-1.722737401723861694e-01,1.286480017006397247e-02,-6.009096279740333557e-02,2.483113259077072144e-01
6.385597586631774902e-01,-3.269441127777099609e-01,-8.245357125997543335e-02,1.566814929246902466e-01,2.724798917770385742e-01,-3.403007984161376953e-01,-4.658789932727813721e-01,3.201217055320739746e-01,-1.556319743394851685e-01,1.260547190904617310e-01,-7.836017757654190063e-02,-5.112264677882194519e-02
1.831983476877212524e-01,3.510088324546813965e-01,1.889144927263259888e-01,-1.586996614933013916e-01,5.275099873542785645e-01,-6.155571341514587402e-02,-5.447435379028320312e-02,1.881324797868728638e-01,2.149627804756164551e-01,2.724658548831939697e-01,-2.660833895206451416e-01,-2.439122945070266724e-01
-6.783861666917800903e-02,-5.932703241705894470e-02,2.262716442346572876e-01,1.597252441570162773e-03,-4.435353577136993408e-01,4.875173047184944153e-02,-6.820099949836730957e-01,-4.061301052570343018e-01,1.088606845587491989e-02,-1.587215811014175415e-01,9.091614931821823120e-02,-9.459397941827774048e-02
2.276678103953599930e-03,-2.133733034133911133e-02,1.787041276693344116e-01,2.397626936435699463e-01,-4.377746954560279846e-02,6.918986886739730835e-02,1.559350453317165375e-02,-4.355088621377944946e-02,1.164761066436767578e+00,-2.441269308328628540e-01,-1.383174508810043335e-01,-2.712551737204194069e-03
1.930821686983108521e-01,-3.267706334590911865e-01,1.559586971998214722e-01,4.454216361045837402e-02,-1.102111861109733582e-01,3.899582475423812866e-02,-5.231834053993225098e-01,-2.737256288528442383e-01,-4.102547653019428253e-03,-2.447400838136672974e-01,4.821120500564575195e-01,-1.517370045185089111e-01
-9.879669547080993652e-02,-7.245894521474838257e-02,4.260683655738830566e-01,1.323211705312132835e-03,6.807377189397811890e-02,-5.621284991502761841e-02,5.586390849202871323e-03,1.983648352324962616e-02,-1.103378772735595703e+00,1.030092090368270874e-01,-4.652239084243774414e-01,7.680896669626235962e-02
2.429289668798446655e-01,1.606179177761077881e-01,-2.264213114976882935e-01,6.919973343610763550e-02,2.348117083311080933e-01,7.354161236435174942e-03,1.314342916011810303e-01,2.323891595005989075e-02,8.838180899620056152e-01,1.420505940914154053e-01,-5.866204500198364258e-01,3.203580528497695923e-02
3.514127135276794434e-01,5.764417648315429688e-01,1.128963008522987366e-01,1.057922244071960449e-01,3.950595855712890625e-01,-1.711146235466003418e-01,3.693828284740447998e-01,5.314118862152099609e-01,8.215060830116271973e-02,-3.575366735458374023e-02,4.153435230255126953e-01,-2.421619556844234467e-02
