3.632706752192981382e-03,1.018334242818182966e+00
-2.908246332594307745e-03,1.826714089010065933e+00
-2.581995244890057141e-03,2.308252934577509574e+00
2.653582709423317976e+00,7.821419630356452046e-01
2.019054704069483397e-01,8.757097943281778873e-02
3.886266165621728996e-01,2.287427218960851605e-01
3.632706752192981382e-03,1.018334242818182966e+00
-2.908246332594307745e-03,1.826714089010065933e+00
-2.581995244890057141e-03,2.308252934577509574e+00
2.653582709423317976e+00,7.821419630356452046e-01
2.019054704069483397e-01,8.757097943281778873e-02
3.886266165621728996e-01,2.287427218960851605e-01
