2.013020515441894531e-01,-3.089354932308197021e-01,4.505465738475322723e-03,1.209650933742523193e-01,9.017193317413330078e-02,1.205252483487129211e-01,-5.015031099319458008e-01,-1.321143060922622681e-01,5.603917688131332397e-02,-1.715196818113327026e-01,5.154297351837158203e-01,-1.418992727994918823e-01
4.039913415908813477e-02,-2.508748695254325867e-02,-1.633341610431671143e-01,7.443535327911376953e-02,-1.191547326743602753e-02,5.573883652687072754e-02,-8.747881650924682617e-01,1.181005463004112244e-01,-8.987048268318176270e-02,-1.191559582948684692e-01,4.726646840572357178e-01,1.117858663201332092e-01
6.538279652595520020e-01,-4.258036315441131592e-01,1.753614470362663269e-02,1.985940933227539062e-01,1.705259233713150024e-01,4.451324418187141418e-02,-3.140954673290252686e-01,9.050482511520385742e-02,-2.687890455126762390e-02,5.429132375866174698e-03,-6.960649043321609497e-02,9.409362077713012695e-02
5.571364164352416992e-01,3.360911905765533447e-01,1.239460980286821723e-04,-1.234733760356903076e-01,3.815771341323852539e-01,-1.266809105873107910e-01,-5.033096671104431152e-01,-5.385007336735725403e-02,6.613025814294815063e-02,4.452020227909088135e-01,-8.056950569152832031e-02,8.503921329975128174e-02
-1.507886648178100586e-01,1.698149293661117554e-01,3.521266281604766846e-01,-2.943705022335052490e-01,-1.610494256019592285e-01,2.839282155036926270e-01,-4.884131848812103271e-01,-9.251222014427185059e-02,2.316838353872299194e-01,-1.436143368482589722e-01,1.458843611180782318e-02,8.567607402801513672e-02
-1.764779835939407349e-01,-1.559499651193618774e-02,3.437986671924591064e-01,1.263830512762069702e-01,-3.835487067699432373e-01,-2.821456268429756165e-02,3.279479146003723145e-01,3.751867413520812988e-01,2.887445390224456787e-01,-6.217776536941528320e-01,2.548973262310028076e-01,1.803042590618133545e-01
-1.259382441639900208e-02,-4.352291673421859741e-02,-1.514439843595027924e-02,-8.837139233946800232e-03,-5.996839404106140137e-01,1.518054902553558350e-01,-4.595087766647338867e-01,-4.124290645122528076e-01,-9.609437547624111176e-03,-1.396879553794860840e-01,4.782149791717529297e-01,1.062871608883142471e-02
-6.692501306533813477e-01,-5.798461437225341797e-01,3.598477691411972046e-02,2.135628461837768555e-01,4.366312921047210693e-01,6.215970218181610107e-02,4.947822540998458862e-02,2.061298191547393799e-01,-4.344796761870384216e-02,1.687101833522319794e-02,-4.146853461861610413e-02,-1.352966278791427612e-01
2.193774282932281494e-01,1.366947442293167114e-01,-1.646956950426101685e-01,9.327420033514499664e-03,1.046962067484855652e-01,1.056300550699234009e-01,2.501740679144859314e-02,4.440549761056900024e-02,4.928278923034667969e-01,3.305682167410850525e-02,-7.723116874694824219e-01,9.254205226898193359e-02
1.017416045069694519e-01,4.953804910182952881e-01,8.529262617230415344e-03,3.100305199623107910e-01,6.704185009002685547e-01,-1.123816892504692078e-01,1.752168089151382446e-01,3.794034123420715332e-01,3.807304054498672485e-02,1.308939699083566666e-02,3.501734435558319092e-01,-1.171392202377319336e-01
