2.954590848728429111e-03,1.033457104518738401e+00
-3.687994530305751997e-03,1.982097187104958191e+00
1.134460299893605287e-03,2.332372758767474075e+00
2.693443890997354817e+00,8.064625810769617820e-01
1.817531307675361862e-01,8.606568654089777337e-02
3.692470271950197280e-01,2.254314528479233470e-01
2.954590848728429111e-03,1.033457104518738401e+00
-3.687994530305751997e-03,1.982097187104958191e+00
1.134460299893605287e-03,2.332372758767474075e+00
2.693443890997354817e+00,8.064625810769617820e-01
1.817531307675361862e-01,8.606568654089777337e-02
3.692470271950197280e-01,2.254314528479233470e-01
