4.237943165631550234e-03,1.007924569246937185e+00
-1.297514489814269138e-02,2.161254843447121932e+00
2.175090216715243590e-03,2.343016713328697431e+00
2.721271941824844109e+00,8.776454485167094477e-01
1.502266249313173596e-01,1.055031676682352815e-01
3.356135149512915472e-01,2.259964618877544629e-01
4.237943165631550234e-03,1.007924569246937185e+00
-1.297514489814269138e-02,2.161254843447121932e+00
2.175090216715243590e-03,2.343016713328697431e+00
2.721271941824844109e+00,8.776454485167094477e-01
1.502266249313173596e-01,1.055031676682352815e-01
3.356135149512915472e-01,2.259964618877544629e-01
