-2.255194038152694702e-01,-4.088329076766967773e-01,2.066867500543594360e-01,7.433965206146240234e-01,-2.104266732931137085e-01,-9.332560747861862183e-02,-6.711321324110031128e-02,9.198641777038574219e-02
5.995812416076660156e-01,5.399103164672851562e-01,9.583016484975814819e-02,1.015059828758239746e+00,-6.120852753520011902e-02,-6.704227626323699951e-02,-1.319182687439024448e-03,-2.369707822799682617e-02
2.179344743490219116e-01,-7.901280522346496582e-01,-7.042144425213336945e-03,-3.887017071247100830e-01,-1.045601814985275269e-01,1.807788461446762085e-01,1.979383677244186401e-01,9.636308997869491577e-02
2.302909642457962036e-01,3.312887549400329590e-01,4.396346211433410645e-02,3.088764250278472900e-01,-2.425701171159744263e-01,2.895329892635345459e-01,1.204630434513092041e-01,9.265983104705810547e-02
1.304917037487030029e-01,-2.218394577503204346e-01,7.925804704427719116e-02,-6.354653835296630859e-01,-8.354562520980834961e-01,-1.960040032863616943e-01,-1.842520684003829956e-01,5.001726150512695312e-01
-6.796634197235107422e-02,2.804668992757797241e-02,3.267425671219825745e-02,-6.998231410980224609e-01,4.530703127384185791e-01,2.589696645736694336e-01,-8.059920370578765869e-02,4.655304849147796631e-01
7.502902299165725708e-02,1.746694371104240417e-02,1.512021273374557495e-01,-3.816894292831420898e-01,1.438356097787618637e-02,9.403572976589202881e-02,-3.526329398155212402e-01,-9.324772357940673828e-01
-8.987910151481628418e-01,-5.935744047164916992e-01,8.832997083663940430e-02,6.223597526550292969e-01,1.865513026714324951e-01,1.509600318968296051e-02,1.691339462995529175e-01,-4.847656190395355225e-02
-2.552189826965332031e-01,-5.359973311424255371e-01,1.056742295622825623e-01,-3.536449372768402100e-02,6.607058644294738770e-01,-2.347252219915390015e-01,-1.049487441778182983e-01,3.273427784442901611e-01
7.246663570404052734e-01,1.340492516756057739e-01,3.307899236679077148e-01,6.115492582321166992e-01,-2.756036520004272461e-01,4.631794989109039307e-02,-3.871948271989822388e-02,-5.037748441100120544e-02
-9.843871593475341797e-01,-4.350789785385131836e-01,1.363249123096466064e-01,1.486842334270477295e-01,-7.521348446607589722e-02,-2.616676390171051025e-01,-8.422200381755828857e-02,-2.167801409959793091e-01
4.042877256870269775e-01,-1.441164314746856689e-01,-5.056383833289146423e-02,1.725061535835266113e-01,1.101699545979499817e-01,-7.042794823646545410e-01,4.682558402419090271e-02,-6.744405627250671387e-01
-1.281233578920364380e-01,-2.005655914545059204e-01,-4.674273729324340820e-02,-2.602747380733489990e-01,-5.268821716308593750e-01,-4.405593574047088623e-01,1.781691759824752808e-01,6.545320749282836914e-01
6.706160306930541992e-01,6.399063020944595337e-02,5.896626785397529602e-02,3.109897971153259277e-01,1.621510535478591919e-01,8.520774245262145996e-01,7.576385885477066040e-02,4.659450352191925049e-01
-2.660249732434749603e-02,-1.366189718246459961e-01,-3.892252445220947266e-01,-2.983738481998443604e-01,-3.983865678310394287e-01,-4.094955623149871826e-01,4.938760995864868164e-01,-4.156612753868103027e-01
8.816131353378295898e-01,-4.010477960109710693e-01,-7.784509100019931793e-03,3.505599498748779297e-01,-6.038396358489990234e-01,-1.246440112590789795e-01,-2.210485190153121948e-02,1.873596459627151489e-01
-4.944619536399841309e-01,-1.187013345770537853e-03,-8.581119030714035034e-02,1.098025068640708923e-01,-1.967440843582153320e-01,6.415913105010986328e-01,-1.683429926633834839e-01,-6.238484978675842285e-01
-1.249378174543380737e-01,3.032577037811279297e-01,-1.066877245903015137e-01,1.047987043857574463e-01,8.193483352661132812e-01,2.226284295320510864e-01,1.755606681108474731e-01,9.512727260589599609e-01
-2.970204688608646393e-02,5.867000222206115723e-01,3.301295218989253044e-03,-3.093226253986358643e-01,-2.813305258750915527e-01,-2.358724176883697510e-02,3.282522782683372498e-03,1.377691328525543213e-01
-4.609501063823699951e-01,-6.870821714401245117e-01,1.062296628952026367e-01,6.017326116561889648e-01,-5.069561004638671875e-01,-7.183486819267272949e-01,5.561010167002677917e-02,7.942494153976440430e-01
