3.656284809112548828e-01,1.598731577396392822e-01,-6.281290650367736816e-01,-1.779650598764419556e-01,6.156421303749084473e-01,-4.641644954681396484e-01,-3.014330863952636719e-01,1.400560289621353149e-01,-6.504888534545898438e-01,3.422369658946990967e-01,-3.358437120914459229e-01,-5.936923623085021973e-01,4.214624166488647461e-01,-5.791622400283813477e-01,1.668447852134704590e-01,-2.169404774904251099e-01,-3.936700224876403809e-01,-3.197205662727355957e-01,3.042363822460174561e-01,-1.248399391770362854e-01
1.206280812621116638e-01,3.235430270433425903e-02,4.087546095252037048e-02,3.352446854114532471e-01,7.657366245985031128e-02,-1.690637618303298950e-01,1.774542331695556641e-01,2.554855048656463623e-01,1.485703289508819580e-01,3.049689531326293945e-01,6.448447704315185547e-02,1.332258731126785278e-01,4.285901784896850586e-03,-1.702298223972320557e-01,1.088910847902297974e-01,-2.046179026365280151e-02,-2.292588055133819580e-01,4.054098725318908691e-01,4.163717031478881836e-01,-2.810935974121093750e-01
-5.844721570611000061e-02,-4.649262726306915283e-01,2.001296132802963257e-01,2.913863956928253174e-02,-2.532519400119781494e-01,3.782641589641571045e-01,-9.683370590209960938e-01,4.587876200675964355e-01,8.795802295207977295e-02,-5.172339677810668945e-01,-2.042897641658782959e-01,-2.914742827415466309e-01,-3.681339323520660400e-01,5.373272895812988281e-01,-5.147460699081420898e-01,2.421715110540390015e-01,-1.656491458415985107e-01,5.939567089080810547e-01,1.457849740982055664e-01,1.789367571473121643e-02
1.700458973646163940e-01,-5.166699290275573730e-01,2.598077654838562012e-01,-2.253986150026321411e-01,-5.005745887756347656e-01,4.488225281238555908e-02,1.861171275377273560e-01,9.477430023252964020e-03,4.918982386589050293e-01,1.885984390974044800e-01,-1.766050308942794800e-01,4.288224875926971436e-02,1.308699604123830795e-02,-4.688076302409172058e-02,1.209827065467834473e-01,-3.491593301296234131e-01,-4.961650669574737549e-01,1.704168021678924561e-01,-4.924888014793395996e-01,2.049712538719177246e-01
-1.180287078022956848e-02,-3.145045936107635498e-01,-5.869882181286811829e-02,2.679510414600372314e-01,-7.970715165138244629e-01,-2.491658329963684082e-01,1.823738813400268555e-01,2.290367335081100464e-01,1.729692816734313965e-01,-1.075216680765151978e-01,6.776006519794464111e-02,-7.951679080724716187e-02,2.076755017042160034e-01,3.757465779781341553e-01,4.170165657997131348e-01,-1.433918774127960205e-01,6.926786154508590698e-02,-5.739120841026306152e-01,2.960847318172454834e-01,-6.575709674507379532e-03
3.307159245014190674e-01,6.601499319076538086e-01,-3.898091912269592285e-01,2.688259482383728027e-01,1.072242185473442078e-01,-2.530170083045959473e-01,-7.788731902837753296e-02,7.822072505950927734e-01,2.036056714132428169e-03,3.943744003772735596e-01,3.140247166156768799e-01,-7.641076296567916870e-02,-3.053797185420989990e-01,4.501857757568359375e-01,-5.263010859489440918e-01,2.835879325866699219e-01,-2.712957859039306641e-01,-3.544248342514038086e-01,-1.521064639091491699e-01,2.285313606262207031e-01
3.332288563251495361e-01,-1.076160907745361328e+00,-6.113136410713195801e-01,-4.325970709323883057e-01,-5.628926157951354980e-01,-6.635609865188598633e-01,-9.547487497329711914e-01,4.119218289852142334e-01,2.974565327167510986e-01,-6.178138852119445801e-01,6.463572382926940918e-01,-6.359237432479858398e-02,-3.176702260971069336e-01,-4.020856320858001709e-01,-4.946738183498382568e-01,1.800329834222793579e-01,6.725474596023559570e-01,-1.744236201047897339e-01,-5.521241426467895508e-01,4.186799526214599609e-01
-8.893998861312866211e-01,-4.159486889839172363e-01,2.232901602983474731e-01,2.486152350902557373e-01,-5.289954543113708496e-01,5.214804410934448242e-02,-2.777097821235656738e-01,1.464660763740539551e-01,6.472563147544860840e-01,-2.209474891424179077e-01,3.830588236451148987e-02,-5.565510690212249756e-02,-3.825353384017944336e-01,4.548557102680206299e-02,-3.358587622642517090e-01,-3.986378908157348633e-01,-2.557548880577087402e-01,4.193740189075469971e-01,-2.553120553493499756e-01,-9.226126074790954590e-01
-2.201534658670425415e-01,1.920658051967620850e-01,-6.367137432098388672e-01,-6.414269208908081055e-01,-5.185862183570861816e-01,-4.400979876518249512e-01,2.329024672508239746e-02,3.259467482566833496e-01,-1.940964162349700928e-01,1.001448407769203186e-01,3.488024771213531494e-01,4.552813470363616943e-01,3.353692591190338135e-01,-5.395027399063110352e-01,1.830600053071975708e-01,-3.975675627589225769e-02,3.770686984062194824e-01,-9.809631854295730591e-02,8.324039727449417114e-02,-2.458319813013076782e-01
2.657546699047088623e-01,-6.095045208930969238e-01,-2.180257141590118408e-01,4.391693770885467529e-01,3.533103168010711670e-01,-2.133697420358657837e-01,-8.614897131919860840e-01,-2.817043960094451904e-01,-4.958115145564079285e-02,1.103963777422904968e-01,-8.333205431699752808e-02,-5.083367824554443359e-01,4.251053035259246826e-01,-1.803531795740127563e-01,5.361599102616310120e-02,6.300253868103027344e-01,-4.935137033462524414e-01,7.225836068391799927e-02,3.743918240070343018e-01,4.502685666084289551e-01
