2.573187649250030518e-01,-1.968569606542587280e-01,5.886861085891723633e-01,5.100179836153984070e-02,1.452068835496902466e-01,-1.776403486728668213e-01,-2.709162831306457520e-01,-7.168038487434387207e-01
1.232954025268554688e+00,5.852846503257751465e-01,-8.456300944089889526e-02,6.354587078094482422e-01,-1.312087625265121460e-01,9.378465265035629272e-02,1.016742065548896790e-01,-4.270666465163230896e-02
2.026615142822265625e-01,-1.080733776092529297e+00,-2.358598075807094574e-02,3.432876467704772949e-01,4.136425629258155823e-02,9.925103932619094849e-02,-2.573755085468292236e-01,1.299661770462989807e-02
-2.157279253005981445e-01,1.562604308128356934e-01,-2.070040851831436157e-01,1.385646015405654907e-01,9.835342168807983398e-01,2.406623810529708862e-01,2.094248533248901367e-01,6.018609404563903809e-01
4.009862542152404785e-01,-4.413288235664367676e-01,-1.945437937974929810e-01,-7.105463743209838867e-01,-5.192494988441467285e-01,4.123369753360748291e-01,-5.022596567869186401e-02,-4.745805636048316956e-02
-5.954589247703552246e-01,6.979217529296875000e-01,2.274443507194519043e-01,-9.069554507732391357e-02,1.275911211967468262e+00,6.306100636720657349e-02,-1.879670768976211548e-01,6.366546154022216797e-01
-1.653549224138259888e-01,-4.015141427516937256e-01,-7.085629552602767944e-02,-1.132431268692016602e+00,3.470622375607490540e-02,1.711804270744323730e-01,-1.305587589740753174e-02,-7.961309701204299927e-02
-4.173724353313446045e-01,-6.683505773544311523e-01,4.030159711837768555e-01,4.082963168621063232e-01,-2.083660364151000977e-01,5.490081310272216797e-01,-9.429867379367351532e-03,-1.186986044049263000e-01
-4.447185993194580078e-02,-1.841739863157272339e-01,2.147299945354461670e-01,-5.136528015136718750e-01,5.905490517616271973e-01,1.730174124240875244e-01,1.405521929264068604e-01,6.746669411659240723e-01
-1.048592478036880493e-01,-2.919518053531646729e-01,4.971095919609069824e-01,-5.900514721870422363e-01,-4.607513248920440674e-01,-2.691147327423095703e-01,-3.871502876281738281e-01,5.243482068181037903e-02
-1.283927083015441895e+00,-7.837324738502502441e-01,2.442409545183181763e-01,2.727834880352020264e-01,-2.837044000625610352e-02,-1.516352593898773193e-01,-2.487145364284515381e-01,1.827715784311294556e-01
4.524078369140625000e-01,-2.091673761606216431e-02,-4.353105649352073669e-02,6.421948671340942383e-01,-1.440895795822143555e-01,6.231363862752914429e-02,6.957521438598632812e-01,5.754268169403076172e-02
-7.934222817420959473e-01,1.467958837747573853e-01,-3.937744721770286560e-02,-1.033874511718750000e+00,3.298470973968505859e-01,-5.627776384353637695e-01,3.767018914222717285e-01,5.665088444948196411e-02
5.800473690032958984e-01,-3.754584789276123047e-01,-1.747495532035827637e-01,-2.645927667617797852e-01,-1.714560575783252716e-02,9.695421457290649414e-01,1.832394897937774658e-01,-1.641379743814468384e-01
-6.620738655328750610e-02,-8.079529553651809692e-02,-9.567120671272277832e-02,6.853353232145309448e-02,-3.530427813529968262e-01,-2.812703698873519897e-02,3.901428878307342529e-01,-6.971391439437866211e-01
5.008339881896972656e-01,-1.015373945236206055e+00,3.137891590595245361e-01,1.709057241678237915e-01,-1.175813317298889160e+00,1.765123009681701660e-01,-1.059215441346168518e-01,9.882650375366210938e-01
-9.683670997619628906e-01,-5.069907903671264648e-01,-5.218952894210815430e-01,2.594333589076995850e-01,1.667347848415374756e-01,9.754326939582824707e-02,3.435471057891845703e-01,-5.019036531448364258e-01
-8.105662465095520020e-01,-9.571512043476104736e-02,-1.527893394231796265e-01,7.373279929161071777e-01,3.883378207683563232e-01,-1.134589791297912598e+00,1.121993958950042725e-01,4.130900800228118896e-01
3.469165861606597900e-01,9.393369555473327637e-01,2.784502208232879639e-01,6.009607911109924316e-01,-3.160009086132049561e-01,3.615541756153106689e-01,2.268687263131141663e-02,1.999435871839523315e-01
3.296091407537460327e-02,-1.399599760770797729e-01,-1.983979344367980957e-01,8.456116169691085815e-02,-1.154821991920471191e+00,-5.309280157089233398e-01,2.480067461729049683e-01,5.648597478866577148e-01
