2.579811880930087988e-03,1.059488063055405105e+00
-3.884578942525221575e-03,1.837254595687908276e+00
3.945081245588948939e-04,2.200348187538614830e+00
2.364936455408796157e+00,1.080791685898488286e+00
2.384126410903701365e-01,1.414530309223797355e-01
2.522376763736040028e-01,2.103311348595351127e-01
2.579811880930087988e-03,1.059488063055405105e+00
-3.884578942525221575e-03,1.837254595687908276e+00
3.945081245588948939e-04,2.200348187538614830e+00
2.364936455408796157e+00,1.080791685898488286e+00
2.384126410903701365e-01,1.414530309223797355e-01
2.522376763736040028e-01,2.103311348595351127e-01
